,部分,考试类型,三元组
3526,证书考试,全国大学英语四、六级考试（CET),"(2005年之前的CET考生, 建议联系, 所在学校档案部门)"
3527,证书考试,全国大学英语四、六级考试（CET),"(CET成绩报告单, 有效期, 无)"
3528,证书考试,全国大学英语四、六级考试（CET),"(CET成绩报告单, 有效期, 无)"
3529,证书考试,全国大学英语四、六级考试（CET),"(考生, 参加, 四级)"
3530,证书考试,全国大学英语四、六级考试（CET),"(考生, 取得合格成绩, 六级考试)"
3531,证书考试,全国大学英语四、六级考试（CET),"(违纪行为, 包括, 提前翻阅题目)"
3532,证书考试,全国大学英语四、六级考试（CET),"(举报, 触发, 考点核实)"
3533,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 简称, 教资考)"
3534,证书考试,全国中小学教师资格考试笔试,"(教育部, 发布, 教育部关于推进师范生免试认定中小学教师资格改革的通知)"
3535,证书考试,全国中小学教师资格考试笔试,"(教育类研究生, 可参加, 学校组织的教育教学能力考核)"
3536,证书考试,全国中小学教师资格考试笔试,"(师范生, 可参加, 学校组织的教育教学能力考核)"
3537,证书考试,全国中小学教师资格考试笔试,"(教育类研究生, 可自愿参加, 全国中小学教师资格考试笔试)"
3538,证书考试,全国中小学教师资格考试笔试,"(师范生, 可自愿参加, 全国中小学教师资格考试笔试)"
3539,证书考试,全国中小学教师资格考试笔试,"(教育部关于推进师范生免试认定中小学教师资格改革的通知, 推进, 免试认定改革)"
3540,证书考试,全国中小学教师资格考试笔试,"(教资考, 要求, 本市常住户口)"
3541,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 报考条件, 本市户籍或居住证)"
3542,证书考试,全国中小学教师资格考试笔试,"(幼儿园教师资格, 属于, 教资考)"
3543,证书考试,全国中小学教师资格考试笔试,"(小学教师资格考试, 属于, 教资考)"
3544,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 需通过考试, 教资考)"
3545,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 属于, 教资考)"
3546,证书考试,全国中小学教师资格考试笔试,"(中等职业学校教师资格, 考试目标, 教资考)"
3547,证书考试,全国中小学教师资格考试笔试,"(中等职业学校实习指导教师资格, 属于考试类别, 全国中小学教师资格考试笔试)"
3548,证书考试,全国中小学教师资格考试笔试,"(免试政策, 依据, 教育部关于推进师范生免试认定中小学教师资格改革的通知)"
3549,证书考试,全国中小学教师资格考试笔试,"(学校, 组织, 教育教学能力考核)"
3550,证书考试,全国中小学教师资格考试笔试,"(被撤销教师资格的人员, 禁止参加期限, 5年内不得报名参加考试)"
3551,证书考试,全国中小学教师资格考试笔试,"(受到剥夺政治权利, 不符合报名条件, 全国中小学教师资格考试笔试)"
3552,证书考试,全国中小学教师资格考试笔试,"(故意犯罪受到有期徒刑以上刑事处罚, 禁止报名参加, 全国中小学教师资格考试笔试)"
3553,证书考试,全国中小学教师资格考试笔试,"(上海市教师教育学院, 负责, 中小学教师资格考试面试)"
3554,证书考试,全国中小学教师资格考试笔试,"(市教师教育学院, 咨询电话, 62523036)"
3555,证书考试,全国中小学教师资格考试笔试,"(上海市教师教育学院, 主办, 上海教育人才网)"
3556,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 需要, 驻地在沪的证明)"
3557,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 需要, 身份证或军人证复印件)"
3558,证书考试,全国中小学教师资格考试笔试,"(团级以上政治部门, 开具, 驻地在沪的证明)"
3559,证书考试,全国中小学教师资格考试笔试,"(在沪部队军官或士兵, 允许报考, 全国中小学教师资格考试笔试)"
3560,证书考试,全国中小学教师资格考试笔试,"(在沪部队士兵, 允许报考, 全国中小学教师资格考试笔试)"
3561,证书考试,全国中小学教师资格考试笔试,"(报考幼儿园和小学教师资格, 学历要求, 大学专科毕业及以上学历)"
3562,证书考试,全国中小学教师资格考试笔试,"(中等职业学校实习指导教师资格报考条件, 学历要求, 中等职业学校毕业及以上学历)"
3563,证书考试,全国中小学教师资格考试笔试,"(中等职业学校实习指导教师资格, 需要具备, 相当助理工程师以上专业技术职务)"
3564,证书考试,全国中小学教师资格考试笔试,"(中等职业学校实习指导教师资格, 需要具备资格, 助理工程师以上专业技术职务或中级以上工人技术等级)"
3565,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格认定, 政策依据, 中小学教师资格考试暂行办法)"
3566,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格认定, 依据, 教师资格条例)"
3567,证书考试,全国中小学教师资格考试笔试,"(上海市普通高等院校全日制三年级及以上考生, 需提供材料, 学信网上学籍报告)"
3568,证书考试,全国中小学教师资格考试笔试,"(教育类研究生, 可参加, 学校组织的教育教学能力考核)"
3569,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 报考需取得, 学历证书)"
3570,证书考试,全国中小学教师资格考试笔试,"(教资考笔试, 别名, 全国中小学教师资格考试笔试)"
3571,证书考试,全国中小学教师资格考试笔试,"(教育部, 发布, 教育部关于推进师范生免试认定中小学教师资格改革的通知)"
3572,证书考试,全国中小学教师资格考试笔试,"(教育类研究生, 被纳入, 免试认定改革)"
3573,证书考试,全国中小学教师资格考试笔试,"(教育类研究生及师范生, 适用政策, 师范生免试认定中小学教师资格改革)"
3574,证书考试,全国中小学教师资格考试笔试,"(免试认定改革, 允许参加, 学校组织的教育教学能力考核)"
3575,证书考试,全国中小学教师资格考试笔试,"(教育部, 规定, 免试政策)"
3576,证书考试,全国中小学教师资格考试笔试,"(学校, 组织, 教育教学能力考核)"
3577,证书考试,全国中小学教师资格考试笔试,"(上海市教师教育学院, 主办, 上海教育人才网)"
3578,证书考试,全国中小学教师资格考试笔试,"(上海教育人才网, 提供, 面试的政策与具体要求及教师资格认定信息)"
3579,证书考试,全国中小学教师资格考试笔试,"(上海教育人才网, 提供, 面试政策及具体要求)"
3580,证书考试,全国中小学教师资格考试笔试,"(上海教育人才网, 可查询, 教师资格认定政策与要求)"
3581,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 属于, 证书考试)"
3582,证书考试,全国中小学教师资格考试笔试,"(考生, 需完成, 网上信息输入)"
3583,证书考试,全国中小学教师资格考试笔试,"(考生, 需完成, 报名确认)"
3584,证书考试,全国中小学教师资格考试笔试,"(考生报名流程, 需完成阶段, 网上缴费)"
3585,证书考试,全国中小学教师资格考试笔试,"(考生, 访问, 中小学教师资格考试报名网站)"
3586,证书考试,全国中小学教师资格考试笔试,"(注册, 需要填写, 身份证号码)"
3587,证书考试,全国中小学教师资格考试笔试,"(考生, 填写, 个人信息)"
3588,证书考试,全国中小学教师资格考试笔试,"(考生, 上传, 电子照片)"
3589,证书考试,全国中小学教师资格考试笔试,"(考生, 选择, 考区)"
3590,证书考试,全国中小学教师资格考试笔试,"(考生, 选择, 考试科目)"
3591,证书考试,全国中小学教师资格考试笔试,"(网上智能审核, 数据比对来源, 市大数据中心)"
3592,证书考试,全国中小学教师资格考试笔试,"(市大数据中心, 查询, 户籍)"
3593,证书考试,全国中小学教师资格考试笔试,"(市大数据中心, 查询, 居住证)"
3594,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试笔试报名审核通过状态, 显示状态为, 待缴费)"
3595,证书考试,全国中小学教师资格考试笔试,"(审核不通过的考生, 需提交, 相关证明材料)"
3596,证书考试,全国中小学教师资格考试笔试,"(区和直属高校考区, 执行, 人工审核)"
3597,证书考试,全国中小学教师资格考试笔试,"(报名成功, 前提条件, 网上缴费)"
3598,证书考试,全国中小学教师资格考试笔试,"(逾期未在网上缴费者, 导致, 报名无效)"
3599,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 发布报名信息渠道, 上海市教育考试院报名网站)"
3600,证书考试,全国中小学教师资格考试笔试,"(上海招考热线网站, 发布, 全国中小学教师资格考试笔试上海考区报名公告)"
3601,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含考区, 上海考区)"
3602,证书考试,全国中小学教师资格考试笔试,"(2023年上半年, 考试日期, 3月11日)"
3603,证书考试,全国中小学教师资格考试笔试,"(2023年下半年全国中小学教师资格考试笔试, 考试日期, 9月16日)"
3604,证书考试,全国中小学教师资格考试笔试,"(报名篇, 属于, 全国中小学教师资格考试笔试)"
3605,证书考试,全国中小学教师资格考试笔试,"(学籍报告, 查询于, 学信网)"
3606,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试报名网站, 用于, 填报学籍信息)"
3607,证书考试,全国中小学教师资格考试笔试,"(考生, 需负责, 填报信息的真实性和准确性)"
3608,证书考试,全国中小学教师资格考试笔试,"(下半年入学新生, 上传, 录取通知书)"
3609,证书考试,全国中小学教师资格考试笔试,"(录取通知书, 用作, 审核依据)"
3610,证书考试,全国中小学教师资格考试笔试,"(考生信息, 状态, 待审核)"
3611,证书考试,全国中小学教师资格考试笔试,"(报名, 需先取消, 报考学科)"
3612,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含步骤, 缴费)"
3613,证书考试,全国中小学教师资格考试笔试,"(报名审核已通过或缴费成功, 不可修改, 考区)"
3614,证书考试,全国中小学教师资格考试笔试,"(报名信息, 包含, 考区)"
3615,证书考试,全国中小学教师资格考试笔试,"(报名信息, 包含, 考试科目)"
3616,证书考试,全国中小学教师资格考试笔试,"(考生, 核对, 报名信息)"
3617,证书考试,全国中小学教师资格考试笔试,"(教资考, 全称, 全国中小学教师资格考试笔试)"
3618,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 不提供, 补报名)"
3619,证书考试,全国中小学教师资格考试笔试,"(逾期, 视作, 自动放弃报名)"
3620,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 需完成, 审核)"
3621,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 属于, 全国统一考试)"
3622,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 属于, 全国中小学教师资格考试笔试)"
3623,证书考试,全国中小学教师资格考试笔试,"(考生, 需提交, 书面申请)"
3624,证书考试,全国中小学教师资格考试笔试,"(书面申请, 需携带, 居民身份证)"
3625,证书考试,全国中小学教师资格考试笔试,"(上海教育考试院, 规定, 接待时间)"
3626,证书考试,全国中小学教师资格考试笔试,"(身份信息变更登记, 办理机构, 上海教育考试院)"
3627,证书考试,全国中小学教师资格考试笔试,"(考生, 需登记, 更名情况)"
3628,证书考试,全国中小学教师资格考试笔试,"(上海教育考试院, 上报, 教育考试院)"
3629,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 统一变更, 考生身份信息)"
3630,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 命题依据, 中小学教师资格考试标准和考试大纲)"
3631,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 命题依据, 中小学教师资格考试标准和考试大纲)"
3632,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 不指定, 考试用参考教材)"
3633,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含, 全国中小学教师资格考试笔试)"
3634,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试报名网站, 包含模块, 资料下载)"
3635,证书考试,全国中小学教师资格考试笔试,"(资料下载, 提供, 考试标准)"
3636,证书考试,全国中小学教师资格考试笔试,"(资料下载模块, 提供, 笔试大纲)"
3637,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试网资料下载模块, 提供, 面试大纲)"
3638,证书考试,全国中小学教师资格考试笔试,"(考试大纲, 包含, 笔试大纲)"
3639,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含, 笔试)"
3640,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含, 面试)"
3641,证书考试,全国中小学教师资格考试笔试,"(笔试, 采用, 纸笔考试方式)"
3642,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试面试, 采用, 结构化面试)"
3643,证书考试,全国中小学教师资格考试笔试,"(面试, 采用, 情景模拟)"
3644,证书考试,全国中小学教师资格考试笔试,"(面试, 包含环节, 抽题)"
3645,证书考试,全国中小学教师资格考试笔试,"(面试, 包含环节, 备课)"
3646,证书考试,全国中小学教师资格考试笔试,"(面试, 包含环节, 试讲)"
3647,证书考试,全国中小学教师资格考试笔试,"(面试, 包含环节, 答辩)"
3648,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 各科目考试时长, 120分钟)"
3649,证书考试,全国中小学教师资格考试笔试,"(面试, 考试时间, 20分钟)"
3650,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 部署, 笔试考试方式)"
3651,证书考试,全国中小学教师资格考试笔试,"(笔试, 考试时间, 120分钟)"
3652,证书考试,全国中小学教师资格考试笔试,"(面试, 考试时间, 20分钟)"
3653,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 教育理念)"
3654,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 职业道德)"
3655,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 教育法律法规知识)"
3656,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 科学文化素养)"
3657,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 阅读理解能力)"
3658,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 语言表达能力)"
3659,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 逻辑推理)"
3660,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 信息处理能力)"
3661,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 教育教学的基本知识)"
3662,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 学生指导)"
3663,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 班级管理的基本知识)"
3664,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 评价的知识和方法)"
3665,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 考核, 分析和解决教育教学实际问题能力)"
3666,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含, 综合素质)"
3667,证书考试,全国中小学教师资格考试笔试,"(综合素质, 考查, 职业理念)"
3668,证书考试,全国中小学教师资格考试笔试,"(综合素质, 考查, 教育法律法规)"
3669,证书考试,全国中小学教师资格考试笔试,"(综合素质, 考查, 教师职业道德规范)"
3670,证书考试,全国中小学教师资格考试笔试,"(综合素质, 考查, 文化素养)"
3671,证书考试,全国中小学教师资格考试笔试,"(综合素质, 考查, 基本能力)"
3672,证书考试,全国中小学教师资格考试笔试,"(保教知识与能力, 是科目, 全国中小学教师资格考试笔试)"
3673,证书考试,全国中小学教师资格考试笔试,"(保教知识与能力, 考查, 学前教育原理)"
3674,证书考试,全国中小学教师资格考试笔试,"(保教知识与能力, 考查, 学前儿童发展)"
3675,证书考试,全国中小学教师资格考试笔试,"(保教知识与能力, 考查, 生活指导)"
3676,证书考试,全国中小学教师资格考试笔试,"(保教知识与能力, 考查, 环境创设)"
3677,证书考试,全国中小学教师资格考试笔试,"(保教知识与能力, 考查, 游戏活动的指导)"
3678,证书考试,全国中小学教师资格考试笔试,"(保教知识与能力, 考查, 教育活动的组织与实施)"
3679,证书考试,全国中小学教师资格考试笔试,"(证书考试, 包含, 全国中小学教师资格考试笔试)"
3680,证书考试,全国中小学教师资格考试笔试,"(教育知识与能力, 考查, 教育基础知识和基本原理)"
3681,证书考试,全国中小学教师资格考试笔试,"(教育知识与能力, 考查, 中学生学习心理)"
3682,证书考试,全国中小学教师资格考试笔试,"(教育知识与能力, 考查, 中学课程)"
3683,证书考试,全国中小学教师资格考试笔试,"(教育知识与能力, 考查, 中学生发展心理)"
3684,证书考试,全国中小学教师资格考试笔试,"(教育知识与能力, 考查, 中学生心理辅导)"
3685,证书考试,全国中小学教师资格考试笔试,"(教育知识与能力, 考查内容, 中学班级管理与教师心理)"
3686,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含科目, 学科知识与教学能力)"
3687,证书考试,全国中小学教师资格考试笔试,"(学科, 具有, 考试大纲)"
3688,证书考试,全国中小学教师资格考试笔试,"(考试大纲, 包含, 学科知识)"
3689,证书考试,全国中小学教师资格考试笔试,"(考试大纲, 包含, 教学设计)"
3690,证书考试,全国中小学教师资格考试笔试,"(考试大纲, 包含, 教学实施)"
3691,证书考试,全国中小学教师资格考试笔试,"(考试大纲, 包含, 教学评价)"
3692,证书考试,全国中小学教师资格考试笔试,"(学科知识与教学能力, 依据, 考试大纲)"
3693,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 生成, 准考证)"
3694,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 编排, 考场)"
3695,证书考试,全国中小学教师资格考试笔试,"(考生, 下载并打印, 准考证)"
3696,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试报名网站, 提供下载, 准考证)"
3697,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试报名网站, 提供下载, 准考证)"
3698,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 监管机构, 教育考试院)"
3699,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 遵循要求, 教育部教育考试院及上海市教育考试院)"
3700,证书考试,全国中小学教师资格考试笔试,"(临时身份证, 考试中可替代, 身份证原件)"
3701,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 必须提供, 身份证原件或公安部门开具的临时身份证)"
3702,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 必须提供, 临时身份证)"
3703,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 属于, 证书考试)"
3704,证书考试,全国中小学教师资格考试笔试,"(考试篇, 属于, 全国中小学教师资格考试笔试)"
3705,证书考试,全国中小学教师资格考试笔试,"(在校生, 就读地, 上海)"
3706,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 要求证件, 港澳居民来往内地通行证)"
3707,证书考试,全国中小学教师资格考试笔试,"(准考证, 包含信息, 证件号码)"
3708,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 制定要求, 全国中小学教师资格考试笔试)"
3709,证书考试,全国中小学教师资格考试笔试,"(幼儿园教师资格考试笔试, 科目一, 综合素质)"
3710,证书考试,全国中小学教师资格考试笔试,"(幼儿园, 笔试科目二名称, 保教知识与能力)"
3711,证书考试,全国中小学教师资格考试笔试,"(幼儿园教师资格考试, 面试科目, 不分科目)"
3712,证书考试,全国中小学教师资格考试笔试,"(小学教师资格考试, 笔试科目一, 综合素质)"
3713,证书考试,全国中小学教师资格考试笔试,"(小学, 面试科目包含, 语文)"
3714,证书考试,全国中小学教师资格考试笔试,"(小学, 面试科目包含, 数学)"
3715,证书考试,全国中小学教师资格考试笔试,"(小学教师资格考试, 面试科目包含, 英语)"
3716,证书考试,全国中小学教师资格考试笔试,"(小学, 面试科目包含, 社会)"
3717,证书考试,全国中小学教师资格考试笔试,"(小学, 面试科目包含, 科学)"
3718,证书考试,全国中小学教师资格考试笔试,"(小学教师资格考试, 面试科目, 体育)"
3719,证书考试,全国中小学教师资格考试笔试,"(小学, 面试科目, 音乐)"
3720,证书考试,全国中小学教师资格考试笔试,"(小学, 面试科目包含, 心理健康教育)"
3721,证书考试,全国中小学教师资格考试笔试,"(小学教师资格考试, 面试科目包含, 信息技术)"
3722,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 笔试科目一, 综合素质)"
3723,证书考试,全国中小学教师资格考试笔试,"(初级中学, 笔试科目二, 教育知识与能力)"
3724,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 科目三为, 学科知识与教学能力)"
3725,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目, 语文)"
3726,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 数学)"
3727,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目, 英语)"
3728,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 历史)"
3729,证书考试,全国中小学教师资格考试笔试,"(初级中学, 面试科目包含, 地理)"
3730,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目, 物理)"
3731,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 化学)"
3732,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 生物)"
3733,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 音乐)"
3734,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 体育与健康)"
3735,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 美术)"
3736,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 信息科技)"
3737,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 历史与社会)"
3738,证书考试,全国中小学教师资格考试笔试,"(初级中学, 面试科目包含, 科学)"
3739,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 面试科目包含, 心理健康教育)"
3740,证书考试,全国中小学教师资格考试笔试,"(初级中学, 面试科目, 日语)"
3741,证书考试,全国中小学教师资格考试笔试,"(初级中学教师资格, 包含科目, 俄语)"
3742,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格考试, 笔试科目一, 综合素质)"
3743,证书考试,全国中小学教师资格考试笔试,"(高级中学, 笔试科目二, 教育知识与能力)"
3744,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 笔试科目三, 学科知识与教学能力)"
3745,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 面试科目包含, 语文)"
3746,证书考试,全国中小学教师资格考试笔试,"(高级中学, 面试科目包含, 数学)"
3747,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 面试科目包含, 英语)"
3748,证书考试,全国中小学教师资格考试笔试,"(高级中学, 面试科目包含, 历史)"
3749,证书考试,全国中小学教师资格考试笔试,"(高级中学, 面试科目包含, 地理)"
3750,证书考试,全国中小学教师资格考试笔试,"(高级中学, 面试科目包含, 物理)"
3751,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 面试科目包含, 化学)"
3752,证书考试,全国中小学教师资格考试笔试,"(高级中学, 面试科目, 生物)"
3753,证书考试,全国中小学教师资格考试笔试,"(高级中学, 面试科目包含, 音乐)"
3754,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 面试科目包含, 体育与健康)"
3755,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 面试科目包含, 美术)"
3756,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 面试科目包含, 信息科技)"
3757,证书考试,全国中小学教师资格考试笔试,"(高级中学, 面试科目包含, 通用技术)"
3758,证书考试,全国中小学教师资格考试笔试,"(高级中学, 面试科目包含, 心理健康教育)"
3759,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 面试科目包含, 日语)"
3760,证书考试,全国中小学教师资格考试笔试,"(高级中学教师资格, 面试科目, 俄语)"
3761,证书考试,全国中小学教师资格考试笔试,"(中等职业学校文化课教师资格, 笔试参加, 高级中学教师资格考试)"
3762,证书考试,全国中小学教师资格考试笔试,"(中等职业学校文化课教师资格, 面试科目同于, 高级中学教师资格)"
3763,证书考试,全国中小学教师资格考试笔试,"(中等职业学校专业课教师资格, 笔试科目包含, 综合素质)"
3764,证书考试,全国中小学教师资格考试笔试,"(中等职业学校专业课教师资格, 笔试科目包含, 教育知识与能力)"
3765,证书考试,全国中小学教师资格考试笔试,"(中等职业学校实习指导教师资格, 笔试科目包含, 综合素质)"
3766,证书考试,全国中小学教师资格考试笔试,"(中等职业学校实习指导教师资格, 笔试科目包含, 教育知识与能力)"
3767,证书考试,全国中小学教师资格考试笔试,"(中等职业学校实习指导教师资格, 考试结合方式, 面试)"
3768,证书考试,全国中小学教师资格考试笔试,"(教育部, 确定, 笔试成绩合格线)"
3769,证书考试,全国中小学教师资格考试笔试,"(笔试单科合格成绩, 有效期, 两年)"
3770,证书考试,全国中小学教师资格考试笔试,"(笔试各科成绩合格者, 可参加, 面试)"
3771,证书考试,全国中小学教师资格考试笔试,"(上海市教育委员会, 确定, 面试合格成绩)"
3772,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 颁发, 中小学教师资格考试合格证明)"
3773,证书考试,全国中小学教师资格考试笔试,"(申请认定教师资格, 必要条件, 中小学教师资格考试合格证明)"
3774,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试报名网站, 提供查询服务, 中小学教师资格考试合格证明)"
3775,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试报名网站, 支持打印, 中小学教师资格考试合格证明)"
3776,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含, 科目考试)"
3777,证书考试,全国中小学教师资格考试笔试,"(户籍所在地, 允许选择作为报名地点, 未通过的科目)"
3778,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 负责, 成绩的合并)"
3779,证书考试,全国中小学教师资格考试笔试,"(全国计算机等级考试, 简称, NCRE)"
3780,证书考试,全国中小学教师资格考试笔试,"(笔试成绩, 查询入口, 中小学教师资格考试官网成绩查询界面)"
3781,证书考试,全国中小学教师资格考试笔试,"(笔试成绩, 查询入口, 中小学教师资格考试官网成绩查询界面)"
3782,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 查询时间依据, 报名文件)"
3783,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 成绩查询入口, 中小学教师资格考试报名网站)"
3784,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 成绩查询开放时间, 2023年上半年4月13日19点)"
3785,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 可申请, 成绩复核)"
3786,证书考试,全国中小学教师资格考试笔试,"(中小学教师资格考试考生, 申请, 成绩复核)"
3787,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 负责统一进行, 成绩复核)"
3788,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 开放, 面试补报名通道)"
3789,证书考试,全国中小学教师资格考试笔试,"(面试补报名通道, 用于补救, 面试报名延误)"
3790,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含, 笔试)"
3791,证书考试,全国中小学教师资格考试笔试,"(全国中小学教师资格考试笔试, 包含, 面试考试)"
3792,证书考试,全国中小学教师资格考试笔试,"(笔试单科成绩, 有效期, 两年)"
3793,证书考试,全国中小学教师资格考试笔试,"(教师资格考试合格证明, 有效期, 3年)"
3794,证书考试,全国中小学教师资格考试笔试,"(教育考试院, 颁发, 教师资格考试合格证明)"
3795,证书考试,全国中小学教师资格考试笔试,"(全国计算机等级考试, 缩写为, NCRE)"
3796,证书考试,全国中小学教师资格考试笔试,"(全国计算机等级考试, 属于, 证书考试)"
3797,证书考试,全国中小学教师资格考试笔试,"(考试合格证明, 获取条件, 笔试和面试均合格)"
3798,证书考试,全国中小学教师资格考试笔试,"(考试合格证明, 获取条件, 笔试和面试均合格)"
3799,证书考试,全国中小学教师资格考试笔试,"(考试合格证明, 形式, 网页版)"
3800,证书考试,全国中小学教师资格考试笔试,"(考试合格证明, 有效期依据, 考试合格证明上标示的时间)"
3801,证书考试,全国中小学教师资格考试笔试,"(考试合格证明, 提供给, 相关认定机构)"
3802,证书考试,全国中小学教师资格考试笔试,"(考生, 查询并打印, 考试合格证明)"
