文件名,类型,文本内容,部分
上海市教育委员会 上海市体育局关于做好2024年本市高中阶段学校招收优秀体育学生工作的通知 沪教委体〔2024〕4号.md,2024中招,"附件2
2024年上海市高中阶段学校市级优秀体育学生
市级体育赛事认定目录
<table><tr><th colspan=""1""><b>序号</b></th><th colspan=""1""><b>项目</b></th><th colspan=""1""><b>市级比赛名称</b></th></tr>
<tr><td colspan=""1"">1</td><td colspan=""1"" rowspan=""5"">足球</td><td colspan=""1"">上海市校园足球联盟联赛（中小学组）</td></tr>
<tr><td colspan=""1"">2</td><td colspan=""1"">上海市青少年校园足球精英赛（中小学组）</td></tr>
<tr><td colspan=""1"">3</td><td colspan=""1"">上海市青少年校园足球夏令营最佳阵容选拔</td></tr>
<tr><td colspan=""1"">4</td><td colspan=""1""><p>上海市青少年足球锦标赛</p><p>上海市第十七届运动会足球比赛（青少年组）暨2022年上海市青少年足球锦标赛</p></td></tr>
<tr><td colspan=""1"">5</td><td colspan=""1"">上海市青少年足球俱乐部联赛</td></tr>
<tr><td colspan=""1"">6</td><td colspan=""1"" rowspan=""5"">篮球</td><td colspan=""1"">上海市中小学生篮球联赛（初中组）</td></tr>
<tr><td colspan=""1"">7</td><td colspan=""1"">上海市中小学生篮球杯赛（初中组）</td></tr>
<tr><td colspan=""1"">8</td><td colspan=""1""><p>上海市青少年篮球锦标赛</p><p>上海市第十七届运动会篮球比赛（青少年组）暨2022年上海市青少年篮球锦标赛</p></td></tr>
<tr><td colspan=""1"">9</td><td colspan=""1"">上海市青少年篮球冠军赛</td></tr>
<tr><td colspan=""1"">10</td><td colspan=""1""><p>MAGIC3上海市青少年三对三超级篮球赛（精英组）</p><p>上海市第十七届运动会三人篮球比赛（青少年组）暨2022年MAGIC3上海市青少年三对三超级篮球赛（精英组）</p></td></tr>
<tr><td colspan=""1"">11</td><td colspan=""1"" rowspan=""4"">排球</td><td colspan=""1"">上海市中小学生排球联赛（初中组）</td></tr>
<tr><td colspan=""1"">12</td><td colspan=""1"">上海市中小学生排球杯赛（初中组）</td></tr>
<tr><td colspan=""1"">13</td><td colspan=""1""><p>上海市青少年排球锦标赛</p><p>上海市第十七届运动会排球比赛（青少年组）暨2022年上海市青少年排球锦标赛</p></td></tr>
<tr><td colspan=""1"">14</td><td colspan=""1""><p>上海市青少年沙滩排球锦标赛</p><p>上海市第十七届运动会沙滩排球比赛（青少年组）暨2022年上海市青少年沙滩排球锦标赛</p></td></tr>
<tr><td colspan=""1"">15</td><td colspan=""1"" rowspan=""2"">乒乓球</td><td colspan=""1"">上海市中小学生乒乓球冠军赛暨上海市中小学生乒乓球锦标赛（初中组）</td></tr>
<tr><td colspan=""1"">16</td><td colspan=""1""><p>上海市青少年乒乓球锦标赛</p><p>上海市第十七届运动会乒乓球比赛（青少年组）暨2022年上海市青少年乒乓球锦标赛</p></td></tr>
<tr><td colspan=""1"">17</td><td colspan=""1"" rowspan=""2"">羽毛球</td><td colspan=""1"">上海市中小学生羽毛球锦标赛（初中组）</td></tr>
<tr><td colspan=""1"">18</td><td colspan=""1""><p>上海市青少年羽毛球锦标赛</p><p>上海市第十七届运动会羽毛球比赛（青少年组）暨2022年上海市青少年羽毛球锦标赛</p></td></tr>
<tr><td colspan=""1"">19</td><td colspan=""1"" rowspan=""3"">网球</td><td colspan=""1"">上海市中小学生网球锦标赛（初中组）</td></tr>
<tr><td colspan=""1"">20</td><td colspan=""1""><p>上海市青少年网球锦标赛</p><p>上海市第十七届运动会网球比赛（青少年组）暨2022年上海市青少年网球锦标赛</p></td></tr>
<tr><td colspan=""1"">21</td><td colspan=""1"">上海市青少年网球排名赛总决赛（2021年）</td></tr>
<tr><td colspan=""1"">22</td><td colspan=""1"" rowspan=""3"">田径</td><td colspan=""1"">上海市中学生田径联盟杯赛（初中组）</td></tr>
<tr><td colspan=""1"">23</td><td colspan=""1"">上海市中学生田径冠军赛（初中组）</td></tr>
<tr><td colspan=""1"">24</td><td colspan=""1""><p>上海市青少年田径锦标赛</p><p>上海市第十七届运动会田径比赛（青少年组）暨2022年上海市青少年田径锦标赛</p></td></tr>
<tr><td colspan=""1"">25</td><td colspan=""1"" rowspan=""2"">游泳</td><td colspan=""1"">上海市中小学生游泳锦标赛（初中组）</td></tr>
<tr><td colspan=""1"">26</td><td colspan=""1""><p>上海市青少年游泳锦标赛</p><p>上海市第十七届运动会游泳比赛（青少年组）暨2022年上海市青少年游泳锦标赛</p></td></tr>
<tr><td colspan=""1"">27</td><td colspan=""1"" rowspan=""3"">武术</td><td colspan=""1"">上海市中小学生武术套路锦标赛（初中组）</td></tr>
<tr><td colspan=""1"">28</td><td colspan=""1""><p>上海市青少年武术套路锦标赛</p><p>上海市第十七届运动会武术套路比赛（青少年组）暨2022年上海市青少年武术套路锦标赛</p></td></tr>
<tr><td colspan=""1"">29</td><td colspan=""1""><p>上海市青少年武术散打锦标赛</p><p>上海市第十七届运动会武术散打比赛（青少年组）暨2022年上海市青少年武术散打锦标赛</p></td></tr>
<tr><td colspan=""1"">30</td><td colspan=""1"" rowspan=""5"">冰雪</td><td colspan=""1""><p>上海市中小学生冰上运动会</p><p>（初中组，冰球、短道速滑、花样滑冰、冰壶项目）</p></td></tr>
<tr><td colspan=""1"">31</td><td colspan=""1""><p>上海市青少年冰球锦标赛</p><p>上海市第十七届运动会冰球比赛（青少年组）暨2022年上海市青少年冰球锦标赛</p></td></tr>
<tr><td colspan=""1"">32</td><td colspan=""1""><p>上海市青少年冰壶锦标赛</p><p>上海市第十七届运动会冰壶比赛（青少年组）暨2022年上海市青少年冰壶锦标赛</p></td></tr>
<tr><td colspan=""1"">33</td><td colspan=""1""><p>上海市青少年花样滑冰锦标赛</p><p>上海市第十七届运动会花样滑冰比赛（青少年组）暨2022年上海市青少年花样滑冰锦标赛</p></td></tr>
<tr><td colspan=""1"">34</td><td colspan=""1""><p>上海市青少年短道速滑锦标赛</p><p>上海市第十七届运动会短道速滑比赛（青少年组）暨2022年上海市青少年短道速滑锦标赛</p></td></tr>
<tr><td colspan=""1"">35</td><td colspan=""1"" rowspan=""3"">击剑</td><td colspan=""1"">上海市中小学生击剑锦标赛（初中组）</td></tr>
<tr><td colspan=""1"">36</td><td colspan=""1""><p>上海市青少年击剑锦标赛</p><p>上海市第十七届运动会击剑比赛（青少年组）暨2022年上海市青少年击剑锦标赛</p></td></tr>
<tr><td colspan=""1"">37</td><td colspan=""1"">上海市青少年击剑冠军赛（2023年）</td></tr>
<tr><td colspan=""1"">38</td><td colspan=""1"" rowspan=""2"">射击</td><td colspan=""1"">上海市中小学生射击锦标赛（传统射击）</td></tr>
<tr><td colspan=""1"">39</td><td colspan=""1""><p>上海市青少年射击锦标赛</p><p>上海市第十七届运动会射击比赛（青少年组）暨2022年上海市青少年射击锦标赛</p></td></tr>
<tr><td colspan=""1"">40</td><td colspan=""1"" rowspan=""3"">射箭</td><td colspan=""1"">上海市中小学生射箭锦标赛（初中组）</td></tr>
<tr><td colspan=""1"" rowspan=""2"">41</td><td colspan=""1""><p>上海市青少年射箭锦标赛</p><p>上海市第十七届运动会射箭比赛（青少年组）暨2022年上海市青少年射箭锦标赛</p></td></tr>
<tr><td colspan=""1"">上海市青少年射箭冠军赛</td></tr>
<tr><td colspan=""1"">42</td><td colspan=""1"">健美操</td><td colspan=""1"">上海市中小学生健美操锦标赛（初中组，竞技健美操、有氧舞蹈、啦啦操（花球））</td></tr>
<tr><td colspan=""1"">43</td><td colspan=""1"" rowspan=""2"">棒垒球</td><td colspan=""1""><p>上海市青少年棒球锦标赛</p><p>上海市第十七届运动会棒球比赛（青少年组）暨2022年上海市青少年棒球锦标赛</p></td></tr>
<tr><td colspan=""1"">44</td><td colspan=""1""><p>上海市青少年垒球锦标赛</p><p>上海市第十七届运动会垒球比赛（青少年组）暨2022年上海市青少年垒球锦标赛</p></td></tr>
<tr><td colspan=""1"">45</td><td colspan=""1"">赛艇</td><td colspan=""1""><p>上海市青少年赛艇锦标赛</p><p>上海市第十七届运动会赛艇比赛（青少年组）暨2022年上海市青少年赛艇锦标赛</p></td></tr>
</table>
注：
1\.以上目录中所列的市级体育比赛的主办单位须为市教育、体育行政部门。
2\.国家级及以上赛事包括全国运动会、全国学生（青年）运动会及教育部或体育总局主办的其他相关项目单项锦标赛等。
",中考中招
上海市教育委员会 上海市体育局关于做好2024年本市高中阶段学校招收优秀体育学生工作的通知 沪教委体〔2024〕4号.md,2024中招,"附件3
2024年上海市高中阶段学校市级优秀体育学生
区级体育赛事认定表
|学校名称||学籍号||||||
| :-: | :-: | :-: | :-: | :- | :- | :- | :- |
|姓名||性别||身份证号||||
|比赛名称||||||||
|比赛时间||比赛地点||||||
|获奖名次及成绩|<p></p><p></p><p></p><p></p><p></p>|||||||
|<p>学校</p><p>审核意见</p>|<p></p><p></p><p></p><p></p><p>签字（盖章）：</p><p>年  月  日</p>|||||||
|<p>区教育</p><p>行政部门</p><p>审核意见</p>|<p></p><p></p><p></p><p>签字（盖章）：</p><p>年  月  日</p>|<p>区体育</p><p>行政部门</p><p>审核意见</p>|<p></p><p></p><p></p><p>签字（盖章）：</p><p>年  月  日</p>|||||
",中考中招
上海市教育委员会 上海市体育局关于做好2024年本市高中阶段学校招收优秀体育学生工作的通知 沪教委体〔2024〕4号.md,2024中招,"附件4
2024年上海市高中阶段学校市级优秀体育学生资格确认汇总表
区教育行政部门/学校（盖章）：            区体育行政部门（盖章）：            联系人：           联系电话：                      
|序号|生源区|就读学校|就读学校代码|意向学校|意向学校代码|报名号|证件号码|姓名|性别|项目|小项|备注|
| :-: | :-: | :-: | :-: | :-: | :-: | :-: | :-: | :-: | :-: | :-: | :-: | :-: |
||||||||||||||
||||||||||||||
||||||||||||||
||||||||||||||
||||||||||||||
||||||||||||||
||||||||||||||
||||||||||||||
||||||||||||||
注：区级报送的本表一式四份，市教育和体育行政部门、区教育和体育行政部门各留一份。学校报送的本表一式三份，区教育和体育行政部门、与招生学校各留一份。学校填写的本表须加盖学校公章，区级填写的本表须加盖区教育和体育行政部门公章。
—  12  —

",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"﻿
上海市教育委员会文件
沪教委基〔2024〕4号                     
上海市教育委员会关于2024年本市高中阶段
学校招生工作的若干意见 
各区教育局、各有关直属单位：
根据《教育部关于进一步推进高中阶段学校考试招生制度改革的指导意见》（教基二〔2016〕4号）和《上海市教育委员会关于印发<上海市进一步推进高中阶段学校考试招生制度改革实施意见>的通知》（沪教委规〔2018〕3号）等文件精神，结合本市教育综合改革要求，坚持育人为本、科学公平的原则，现就2024年本市高中阶段学校招生录取（以下简称“中招”）工作提出以下意见：
",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"一、工作目标
探索建立初中学业水平考试与综合素质评价相结合的多元招生录取机制，进一步完善中招管理体制和运行程序，践行阳光招生，保证中招工作公开、公平、公正。依托市、区两级中招信息平台，统一程序，统一标准，规范操作，保证中招工作平稳有序进行。
",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"二、评价工作
（一）学业评价
本市高中阶段学校招生以初中学业水平考试（以下简称“学业考试”）语文、数学、外语、道德与法治、历史、体育与健身和综合测试（含物理、化学、跨学科案例分析、物理和化学实验操作）的成绩计分，总分750分，作为录取的基本依据。
1\.考试方式和分值
（1）语文和数学2门科目考试采用闭卷笔试方式，满分均为150分，时间均为100分钟。
外语科目考试采用闭卷笔试和听说测试相结合的方式，满分150分。其中，笔试满分140分（含听力25分），时间为90分钟（含听力）；听说测试满分10分，时间为10分钟（采用人机对话方式）。
道德与法治和历史2门科目采用日常考核和统一考试相结合的方式，满分均为60分，其中统一考试满分30分，日常考核满分30分。统一考试采用开卷笔试方式，时间均为40分钟。
综合测试考试采用闭卷笔试和实验操作考试相结合的方式，满分150分。其中，闭卷笔试包括物理试题满分70分、化学试题满分50分，跨学科案例分析题满分15分，时间为120分钟；物理和化学实验操作考试，满分15分，包括物理实验操作考试满分10分，化学实验操作考试满分5分，分科分场进行，时间均为15分钟。
（2）体育与健身科目满分30分，其中日常考核满分15分，统一考试满分15分（具体组织安排等另行发布）。
2\.考试组织与命题
语文、数学、外语、道德与法治、历史、综合测试的统一考试由市教育考试院组织统一命题、统一考试、统一评卷。其中，学生可参加2次物理和化学实验操作考试，选择其中较好的成绩计分。
命题要基于课程标准，参照教学基本要求，体现各科目学科特点，着眼于对学科基础知识和基本技能的考核，既要突出能力导向，又要注意一定的覆盖面；要符合学生学习和生活实际，贴近社会，重视考查学生在具体情境中综合运用所学知识分析和解决问题的能力，有助于培养学生创新精神和实践能力。试卷结构应简明合理，题量适当，难度保持稳定。
",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"二、评价工作
（二）综合素质评价
初中毕业生综合素质评价工作根据《上海市教育委员会关于印发<上海市初中学生综合素质评价实施办法>的通知》（沪教委规〔2019〕3号）开展。自主招生、名额分配综合评价录取需结合初中学生综合素质评价情况开展相关工作。
",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"三、招生录取工作
高中阶段学校招生录取的学生须具有2024年中招报名资格并完成报名，且须参加学业考试，并获得统一考试科目有效成绩。
中招录取工作分为自主招生录取、名额分配综合评价录取和统一招生录取三个批次。自主招生录取（公办普通高中）和名额分配综合评价录取划定同一最低投档控制分数线。上述批次志愿填报均在学业考试后、成绩公布前进行。
",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"三、招生录取工作
（一）招生计划管理
本市高中阶段学校招生计划的编制和实施，按市、区两级教育行政部门的管理职责和工作程序进行。市教委负责全市招生计划的宏观管理，对各区招生计划编制工作进行指导、协调和统筹。各区教育局根据本地区经济社会发展需求、本区生源和教育资源配置等实际情况，按照普职规模大体相当的要求编制本地区招生计划，普通高中学校班级学额原则上控制在每班40人以内。
各类招生计划确定后，即向社会公布。各区教育局、招考机构和招生学校须严格按照已公布的计划招生，如需变更计划，须经市教委同意后方可实施。
",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"三、招生录取工作
（二）自主招生录取工作
2024年高中阶段学校自主招生录取工作在学业考试后进行，由市教委统一部署，市教育考试院统一实施，各区教育局、招考机构、招生学校和初中学校等必须严格按照全市统一要求和时间节点，结合初中学生综合素质评价情况开展招生录取。未经允许，所有招生学校不得在当年度学业考试前开展任何形式的招生录取测试或变相测试。各招生学校须成立自主招生工作领导小组，制定学校自主招生方案报相关教育行政部门同意后，由市教育考试院和招生学校予以公布。
自主招生录取类别及顺序为：市实验性示范性高中、市特色普通高中自主招生录取；优秀体育学生、艺术骨干学生自主招生录取；国际课程班和中外合作办学高中自主招生录取；中职校自主招生录取。学生可兼报上述四个类别，前三个类别只可选择其中一所学校签约预录取，中职校自主招生采用平行志愿方式录取。未完成的招生计划调整至统一招生录取批次（不含中职校自主招生计划）。未被录取的学生自动进入后续其他录取批次。
1\.市实验性示范性高中、市特色普通高中自主招生录取
该类别实行统一网上填报志愿、网上签约预录取和录取，学生可填报2个志愿。
（1）计划编制
2024年市实验性示范性高中自主招生计划约占本校招生计划的10％；市特色普通高中自主招生计划不超过本校招生计划的15%；继续试点“探索建立拔尖创新人才培养基地”项目的高中学校自主招生计划约占本校招生计划的30%。
（2）招生录取
各招生学校应根据招生方案，严格按照程序和时间，对学生综合能力、志趣特长等进行综合测试，并经校自主招生领导小组集体讨论后择优签约预录取，签约预录取数不得超过学校自主招生计划数。已签约预录取学生不得要求更改或放弃预录取。学业考试总成绩（含政策性照顾加分，下同）须达到当年度相应最低投档控制分数线方可被正式录取。
2\.优秀体育学生、艺术骨干学生自主招生录取
该类别自主招生参照市实验性示范性高中、市特色普通高中自主招生录取方式进行，统一实行网上填报志愿、网上签约预录取和录取。通过优秀体育学生、艺术骨干学生相关资格确认的学生可填报2个志愿（体育类和艺术类可以兼报）。
该类别自主招生计划合计不低于全市市实验性示范性高中、市特色普通高中自主招生计划总数的15%，招生计划由市级相关部门根据各区和学校项目申报情况、项目发展需要、项目特点等进行总体统筹评估后下达。
各招生学校应根据招生方案，严格按照程序和时间，做好自主招生的实施，并经校自主招生领导小组集体讨论后足额签约预录取。已签约预录取学生不得要求更改或放弃预录取。学业考试总成绩须达到当年度相应最低投档控制分数线方可被正式录取。
具体招生录取办法由市教委另行发布。
3\.国际课程班和中外合作办学高中自主招生录取
（1）计划编制
普通高中国际课程班的招生计划单列，其中民办普通高中国际课程班的非上海生源计划数原则上不超过本校国际课程班当年招生计划总数的50%。
（2）招生录取
国际课程班招生参照市实验性示范性高中、市特色普通高中自主招生录取的时间和程序，由招生学校自主进行报名、考查，统一进行签约预录取，签约预录取数不得超过招生计划数。已签约预录取学生不得要求更改或放弃预录取。学业考试总成绩须达到当年度相应国际课程班最低投档控制分数线方可被正式录取。中外合作办学高中招生参照高中国际课程班招生办法执行。
4\.中职校自主招生录取
该类别包括中本教育贯通培养模式（以下简称“中本贯通”）、五年一贯制培养模式（以下简称“五年一贯制”）、中高职教育贯通培养模式（以下简称“中高职贯通”）、中职校提前招生（需面试或测试的专业，下同）类型，统一实行网上填报志愿、网上录取。
（1）计划编制
2024年稳步扩大中本贯通、五年一贯制和中高职贯通试点专业范围。五年一贯制和中高职贯通招生计划中，用于招收来沪人员随迁子女的招生计划约占总量的25%。中职校自主招生类别的计划由市教委统筹后下达，其中中职校提前招生类型的招生计划原则上不得超过本校当年招生总计划的25%。
（2）招生录取
中本贯通、五年一贯制和中高职贯通、中职校提前招生可同时兼报。中本贯通只招收符合本市中招报名条件的本市户籍学生。中职校提前招生均须组织面试或专业测试，其余类型可由招生学校根据专业特点确定是否组织面试或专业测试。学生按规定在网上填报志愿，对于有面试或专业测试要求的专业，须取得资格后方可在网上填报志愿。中本贯通可以填报2个平行志愿，五年一贯制和中高职贯通合计可以填报5个平行志愿，中职校提前招生可以填报3个平行志愿。
中本贯通录取学生的学业考试总成绩须达到本市普通高中最低投档控制分数线，五年一贯制和中高职贯通录取学生的学业考试总成绩须达到相应最低投档控制分数线。市教育考试院根据招生学校事先公布的招生章程按学生学业考试总成绩和志愿，从高分到低分依次确定录取名单。
",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"三、招生录取工作
（三）名额分配综合评价录取工作
2024年名额分配综合评价录取工作在学业考试后进行。市实验性示范性高中名额分配招生计划约占本校招生计划的65%。名额分配综合评价录取类别和顺序为：“名额分配到区”“名额分配到校”。学生可兼报上述两个类别。未完成的招生计划调整至统一招生录取批次。未被录取的学生自动进入后续其他录取批次。
名额分配综合评价录取须结合学生综合素质评价结果（满分50分）进行。综合素质评价由初中学校结合本校育人目标，以《上海市初中学生综合素质纪实报告》（以下简称《纪实报告》）为主要依据对学生进行评价。综合素质评价关注过程性和参与性，不强调发展水平的差异性，注重引导学生全面发展。结果分为“合格”“不合格”。综合素质评价结果“合格”即由初中学校赋50分，“不合格”酌情扣分。
《纪实报告》不完整或缺失情况的学生，由其中招报名所在区教育局指导学校和相关部门，参照上述要求给出综合素质评价结果并赋分。
各初中学校须成立学生综合素质评价工作领导小组，制定学校评价工作方案报相关教育行政部门同意后，由初中学校予以公布。评价结果和赋分情况须公示，并由学生家长签字确认后，上报市教育考试院。
1\.“名额分配到区”招生录取
“名额分配到区”招生指市实验性示范性高中将部分招生计划分配到全市各区的招生方法，学生均可填报1个志愿。
（1）计划编制
委属市实验性示范性高中的“名额分配到区”计划约占本校名额分配招生计划的80%。分配到区的招生计划原则上以各区中招报名人数占全市中招报名人数的比例为测算依据，综合考虑学校办学条件、地理方位和资源分布等因素，由市教委统筹协调后下达。
区属市实验性示范性高中的“名额分配到区”招生计划约占本校名额分配招生计划的30%，其中90%-95%分配到外区，其余分配到本区，具体将根据城乡教育发展状况及各区实际情况，由市教委和各区教育局共同商定后下达。
上海市回民中学、上海市久隆模范中学录取符合相应条件的学生（具体条件由学校所在区教育局确定后予以公布）。
（2）招生录取
市教育考试院依据学生志愿，根据学生学业考试总成绩和综合素质评价成绩，以学生报名所在区为单位，对达到相应最低投档控制分数线的学生，从高分到低分依次投档，确定录取名单。
2\.“名额分配到校”招生录取
“名额分配到校”招生指市实验性示范性高中将部分招生计划分配到相应不选择生源初中学校的招生方法。不选择生源初中在籍在读满3年的初三学生可填报2个志愿。学生填报资格由学校认定，公示无异议后报区教育局备案。
（1）计划编制
委属市实验性示范性高中的“名额分配到校”计划约占本校名额分配招生计划的20%，仅分配到相应区的不选择生源初中学校，具体分配方案由各区教育局以均衡、随机为原则自行制定。招生计划由各招生学校根据办学条件和实际招生情况进行编制上报，市教委结合各区教育资源分布、人口流动等情况统筹协调后下达。
区属市实验性示范性高中的“名额分配到校”招生计划约占本校名额分配招生计划的70%。招生计划原则上<a name=""_hlk64140659""></a>以所属区内符合填报“名额分配到校”志愿资格的中招报名人数占本区该类学校中招报名总人数的比例为测算依据，结合学校办学条件和实际情况进行编制，由市、区教育行政部门统筹协调后下达。“名额分配到校”计划要分配到本区每所不选择生源初中学校，实现名额分配到校全覆盖。
（2）招生录取
市教育考试院依据学生志愿，根据学生学业考试总成绩和综合素质评价成绩，以学生所在初中学校为单位，对达到相应最低投档控制分数线的学生，从高分到低分按平行志愿方式投档，确定录取名单。
",中考中招
上海市教育委员会关于2024年本市高中阶段学校招生工作的若干意见 沪教委基〔2024〕4号.md,2024中招,"三、招生录取工作
（四）统一招生录取工作
统一招生录取指由各区招考机构根据学生学业考试总成绩和志愿进行投档录取的招生方法，包含“1至15志愿”和征求志愿。该批次招生录取工作由市教委统一部署，各区招考机构按照全市统一要求和时间节点有序开展招生录取。统一招生录取工作包括普通高中、中职校统一招生录取，中职校可按专业、大类或学校进行招生。
1\.计划编制
高中阶段学校编制统一招生录取计划，需报相应教育行政部门同意。跨区招生的民办普通高中学校，须具备符合国家规定标准的学生宿舍并配备相应设施设备。
市教委根据有利于促进义务教育均衡发展、有利于促进郊区和农村义务教育发展的原则，结合各区学生分布情况，对公办学校统一招生录取计划进行调整平衡后下达。民办普通高中招生计划须报市教委备案，不得超计划或计划外招生。
2\.招生录取
统一招生录取采用平行志愿录取方式，各区招考机构按学生学业考试总成绩和志愿，从高分到低分确定录取名单。普通高中、普通中专录取学生的学业考试总成绩须达到相应最低投档控制分数线。“1至15志愿”未被录取的学生，由各区招考机构负责进行征求志愿的填报和录取工作。
民办普通高中如在最低投档控制分数线上未能完成招生计划的，经所在区教育局同意后，可适当降低本校最低投档控制分数线，并向社会公布。
中职校招生学校（部分专业除外）录取人数低于20人的，可停止本年度招生，相关学生由区招考机构和招生学校负责调整录取。
",中考中招
